Date,Price,Open,High,Low,Change %,,,,,,,
2/2/2023,612.56,612.56,616.3,612.54,-0.41,,,,,,,
2/1/2023,615.1,615.1,615.44,613.28,0.03,,,,,,,
1/31/2023,614.89,614.89,615.67,614.22,0.02,,,,,,,
1/30/2023,614.77,614.77,616.31,614.04,0.12,,,,,,,
1/27/2023,614.04,614.04,616.88,614.03,-0.38,,,,,,,
1/26/2023,616.38,616.38,616.74,613.36,0.31,,,,,,,
1/25/2023,614.45,614.45,616.15,613.81,-0.14,,,,,,,
1/24/2023,615.34,615.34,618.51,615.34,-0.03,,,,,,,
1/23/2023,615.55,615.55,618.8,614.97,-0.35,,,,,,,
1/20/2023,617.74,617.74,619.06,613.73,0.63,,,,,,,
1/19/2023,613.9,613.9,617.19,612.44,0.06,,,,,,,
1/18/2023,613.54,613.54,616.96,613.54,-0.48,,,,,,,
1/17/2023,616.48,616.48,619.61,613.26,-0.51,,,,,,,
1/16/2023,619.61,619.61,624.24,619,-0.59,,,,,,,
1/13/2023,623.26,623.26,623.26,616.58,0.91,,,,,,,
1/12/2023,617.62,617.62,620.11,615.23,-0.4,,,,,,,
1/11/2023,620.09,620.09,622.12,616.5,0.44,,,,,,,
1/10/2023,617.38,617.38,618.48,607.27,1.64,,,,,,,
1/9/2023,607.4,607.4,610.93,602.33,0.44,,,,,,,
1/6/2023,604.72,604.72,605.43,604.1,-0.07,,,,,,,
1/5/2023,605.13,605.13,606.54,602.9,0.28,,,,,,,
1/4/2023,603.42,603.42,606.01,602.39,0.17,,,,,,,
1/3/2023,602.39,602.39,602.39,601.49,0.15,,,,,,,
12/30/2022,601.49,601.49,602.86,595.52,-0.23,,,,,,,
12/29/2022,602.86,602.86,605.22,601.72,-0.01,,,,,,,
12/23/2022,602.95,602.95,602.95,598.92,0.25,,,,,,,
12/22/2022,601.42,601.42,601.69,599.03,0.12,,,,,,,
12/21/2022,600.68,600.68,600.68,597.55,0.49,,,,,,,
12/20/2022,597.75,597.75,597.88,596.1,0,,,,,,,
12/19/2022,597.75,597.75,602.62,597.55,-0.6,,,,,,,
12/16/2022,601.38,601.38,603.14,597.31,-0.18,,,,,,,
12/15/2022,602.48,602.48,603.33,599.78,-0.06,,,,,,,
12/14/2022,602.85,602.85,602.93,600.21,0.21,,,,,,,
12/13/2022,601.58,601.58,603,599.65,-0.16,,,,,,,
12/12/2022,602.55,602.55,604.52,602.18,-0.21,,,,,,,
12/9/2022,603.83,603.83,603.83,598.61,0.24,,,,,,,
12/8/2022,602.4,602.4,607.14,601.03,-0.61,,,,,,,
12/7/2022,606.11,606.11,607.29,605.03,-0.08,,,,,,,
12/6/2022,606.62,606.62,607.36,602.15,0.67,,,,,,,
12/5/2022,602.61,602.61,606.61,599.7,-0.47,,,,,,,
12/2/2022,605.43,605.43,605.43,601.07,0.6,,,,,,,
12/1/2022,601.8,601.8,603.44,596.77,-0.27,,,,,,,
11/30/2022,603.44,603.44,603.55,597.92,0.8,,,,,,,
11/29/2022,598.64,598.64,599.88,595.12,0.34,,,,,,,
11/28/2022,596.62,596.62,598.41,593.31,0.15,,,,,,,
11/25/2022,595.75,595.75,598.08,593.1,0.45,,,,,,,
11/24/2022,593.1,593.1,593.96,591.65,0.24,,,,,,,
11/23/2022,591.7,591.7,594.52,591.7,-0.45,,,,,,,
11/22/2022,594.39,594.39,596.1,590.66,0.38,,,,,,,
11/21/2022,592.14,592.14,593.95,590.86,-0.18,,,,,,,
11/18/2022,593.22,593.22,594.86,588.89,0.74,,,,,,,
11/17/2022,588.89,588.89,592.48,585.92,-0.56,,,,,,,
11/16/2022,592.18,592.18,595.52,590.1,-0.5,,,,,,,
11/15/2022,595.14,595.14,602.17,592.32,-0.56,,,,,,,
11/14/2022,598.51,598.51,599.81,595.76,0.35,,,,,,,
11/11/2022,596.43,596.43,608.41,596.43,-0.97,,,,,,,
11/10/2022,602.26,602.26,602.31,590.26,0.81,,,,,,,
11/9/2022,597.45,597.45,598.59,594.09,0.56,,,,,,,
11/8/2022,594.11,594.11,594.24,592.28,0.19,,,,,,,
11/7/2022,592.98,592.98,595.7,589.28,-0.15,,,,,,,
11/4/2022,593.87,593.87,594.41,593.23,0.01,,,,,,,
11/3/2022,593.83,593.83,593.83,589.23,0.49,,,,,,,
11/2/2022,590.91,590.91,593.74,588.54,0.12,,,,,,,
11/1/2022,590.21,590.21,593.06,588.45,0.12,,,,,,,
10/31/2022,589.52,589.52,591.06,586.42,0.29,,,,,,,
10/28/2022,587.8,587.8,588.21,583.42,0.35,,,,,,,
10/27/2022,585.75,585.75,588.01,582.75,0.51,,,,,,,
10/26/2022,582.75,582.75,584.15,580.42,0.4,,,,,,,
10/25/2022,580.42,580.42,582.76,579.1,0.04,,,,,,,
10/24/2022,580.18,580.18,581.15,577.06,0.13,,,,,,,
10/21/2022,579.43,579.43,580.64,579.43,-0.07,,,,,,,
10/20/2022,579.85,579.85,581.08,579.13,0.05,,,,,,,
10/19/2022,579.58,579.58,581.78,579.22,-0.05,,,,,,,
10/18/2022,579.88,579.88,579.97,577.48,0.42,,,,,,,
10/17/2022,577.48,577.48,582.49,576.56,-0.73,,,,,,,
10/14/2022,581.7,581.7,582.22,578.83,0.23,,,,,,,
10/13/2022,580.37,580.37,582.72,578.85,-0.4,,,,,,,
10/12/2022,582.72,582.72,585.76,581.7,-0.07,,,,,,,
10/11/2022,583.11,583.11,585.6,582.89,-0.12,,,,,,,
10/10/2022,583.83,583.83,586.5,581,0.37,,,,,,,
10/7/2022,581.69,581.69,582.6,580.91,-0.15,,,,,,,
10/6/2022,582.54,582.54,583.99,581.1,0.08,,,,,,,
10/5/2022,582.1,582.1,584.62,581.67,-0.25,,,,,,,
10/4/2022,583.54,583.54,583.6,570.94,2.21,,,,,,,
10/3/2022,570.94,570.94,587.15,568.13,-2.76,,,,,,,
9/30/2022,587.15,587.15,587.15,582.44,0.32,,,,,,,
9/29/2022,585.29,585.29,590.37,584.59,-0.86,,,,,,,
9/28/2022,590.37,590.37,592.62,588.55,-0.21,,,,,,,
9/27/2022,591.63,591.63,592.4,586.25,-0.02,,,,,,,
9/26/2022,591.74,591.74,592.04,581.72,0.44,,,,,,,
9/23/2022,589.13,589.13,600.78,588.4,-1.81,,,,,,,
9/21/2022,599.98,599.98,602.52,599.72,-0.27,,,,,,,
9/20/2022,601.6,601.6,606.48,600.16,-0.8,,,,,,,
9/19/2022,606.48,606.48,606.71,600.27,0.45,,,,,,,
9/16/2022,603.74,603.74,606.44,602.41,-0.22,,,,,,,
9/15/2022,605.1,605.1,611.62,605.1,-1.07,,,,,,,
9/14/2022,611.62,611.62,614.75,610.38,-0.34,,,,,,,
9/13/2022,613.73,613.73,615.72,611.77,0.25,,,,,,,
9/12/2022,612.22,612.22,613.14,605.07,1.16,,,,,,,
9/9/2022,605.2,605.2,609.03,604.31,-0.37,,,,,,,
9/7/2022,607.46,607.46,610.74,606.85,-0.35,,,,,,,
9/5/2022,609.6,609.6,611.09,608.48,-0.24,,,,,,,
9/2/2022,611.09,611.09,615.79,610.86,-0.76,,,,,,,
9/1/2022,615.79,615.79,617.73,612.09,0.56,,,,,,,
8/31/2022,612.34,612.34,613.1,610.87,0.04,,,,,,,
8/30/2022,612.1,612.1,615.08,606.98,0.84,,,,,,,
8/29/2022,606.98,606.98,610.84,606.7,-0.13,,,,,,,
8/26/2022,607.75,607.75,612.42,603.66,0.07,,,,,,,
8/25/2022,607.32,607.32,617.28,607.28,-1.58,,,,,,,
8/24/2022,617.07,617.07,617.07,613.28,0.62,,,,,,,
8/23/2022,613.28,613.28,614.86,610.75,0.41,,,,,,,
8/22/2022,610.75,610.75,614.5,610.75,-0.61,,,,,,,
8/19/2022,614.47,0,614.47,611.63,0.09,,,,,,,
8/18/2022,613.9,613.9,615.03,611.58,0.09,,,,,,,
8/17/2022,613.36,613.36,614.64,611.13,-0.21,,,,,,,
8/16/2022,614.64,614.64,623.08,613.53,-1.23,,,,,,,
8/15/2022,622.29,622.29,622.29,618.65,0.5,,,,,,,
8/12/2022,619.18,619.18,620.74,614.35,0.72,,,,,,,
8/11/2022,614.74,614.74,619.26,614.58,-0.39,,,,,,,
8/10/2022,617.13,617.13,617.13,610.45,1.09,,,,,,,
8/9/2022,610.45,610.45,610.55,605.14,0.42,,,,,,,
8/8/2022,607.91,607.91,609.04,605.38,-0.09,,,,,,,
8/5/2022,608.44,608.44,608.66,604.85,0.25,,,,,,,
8/4/2022,606.93,606.93,607.07,597.92,1.18,,,,,,,
8/3/2022,599.85,599.85,600.06,596.54,0.55,,,,,,,
8/2/2022,596.54,596.54,602.78,596.54,-0.92,,,,,,,
8/1/2022,602.07,602.07,604.11,599.72,0.39,,,,,,,
7/29/2022,599.72,599.72,602.48,597.52,-0.46,,,,,,,
7/28/2022,602.48,602.48,607.2,601.28,-0.41,,,,,,,
7/27/2022,604.98,604.98,606.01,603.19,-0.14,,,,,,,
7/26/2022,605.85,605.85,607.12,597.4,1.36,,,,,,,
7/25/2022,597.74,597.74,601.53,597.35,-0.48,,,,,,,
7/22/2022,600.63,600.63,608.83,598.67,-1.35,,,,,,,
7/21/2022,608.83,608.83,609.85,601.53,-0.12,,,,,,,
7/20/2022,609.59,609.59,610.33,602.58,1.16,,,,,,,
7/19/2022,602.58,602.58,607.43,602.42,-0.79,,,,,,,
7/18/2022,607.38,607.38,608.03,605.01,0.08,,,,,,,
7/15/2022,606.89,606.89,609.46,604.25,-0.07,,,,,,,
7/14/2022,607.3,607.3,608.21,598.05,1.53,,,,,,,
7/13/2022,598.12,598.12,611.03,597.08,-1.41,,,,,,,
7/12/2022,606.68,606.68,610.22,605.69,-0.49,,,,,,,
7/11/2022,609.69,609.69,616.76,607.57,-0.88,,,,,,,
7/8/2022,615.09,615.09,615.63,610.18,0.68,,,,,,,
7/7/2022,610.96,610.96,613.47,610,-0.22,,,,,,,
7/6/2022,612.33,612.33,612.33,605.76,0.37,,,,,,,
7/5/2022,610.1,610.1,610.69,609.24,0.14,,,,,,,
7/4/2022,609.24,609.24,612.63,607.51,-0.12,,,,,,,
7/1/2022,609.99,609.99,613.64,609.99,-0.53,,,,,,,
6/30/2022,613.21,613.21,613.81,611.17,0.12,,,,,,,
6/29/2022,612.5,612.5,614.42,611.1,0.17,,,,,,,
6/28/2022,611.48,611.48,614.51,610.64,-0.36,,,,,,,
6/27/2022,613.67,613.67,616.71,613.34,-0.1,,,,,,,
6/24/2022,614.28,614.28,614.28,605.6,1.29,,,,,,,
6/23/2022,606.43,606.43,612.04,605.48,-0.88,,,,,,,
6/22/2022,611.79,611.79,616.25,608.98,-0.72,,,,,,,
6/21/2022,616.25,616.25,616.96,612.27,0.57,,,,,,,
6/20/2022,612.77,612.77,614.53,611.22,0,,,,,,,
6/17/2022,612.79,612.79,613.71,605.93,0.17,,,,,,,
6/16/2022,611.73,611.73,615.19,611.68,0.01,,,,,,,
6/15/2022,611.68,611.68,617.95,603.71,0.05,,,,,,,
6/14/2022,611.38,611.38,615.4,608.99,-0.6,,,,,,,
6/13/2022,615.09,615.09,620.42,613.71,-0.8,,,,,,,
6/10/2022,620.06,620.06,621.79,619.24,-0.04,,,,,,,
6/9/2022,620.31,620.31,622.37,618.13,-0.25,,,,,,,
6/8/2022,621.86,621.86,623.89,616.15,0.53,,,,,,,
6/7/2022,618.57,618.57,620.8,614.45,0.67,,,,,,,
6/6/2022,614.45,614.45,617.82,610.71,-0.2,,,,,,,
6/3/2022,615.66,615.66,621.9,612.61,-0.47,,,,,,,
6/2/2022,618.54,618.54,624.51,618.5,-0.55,,,,,,,
6/1/2022,621.96,621.96,627.27,617.97,0.65,,,,,,,
5/31/2022,617.97,617.97,622.72,612.92,0.82,,,,,,,
5/30/2022,612.92,612.92,618.05,611.08,-0.11,,,,,,,
5/27/2022,613.62,613.62,614.75,610.34,0.52,,,,,,,
5/26/2022,610.42,610.42,610.72,604.97,0.36,,,,,,,
5/25/2022,608.21,608.21,615.26,605.02,-1.02,,,,,,,
5/23/2022,614.46,614.46,618.79,612.35,-0.68,,,,,,,
5/20/2022,618.69,618.69,620.58,613.99,0.77,,,,,,,
5/19/2022,613.99,613.99,616.05,612.78,-0.33,,,,,,,
5/18/2022,616.05,616.05,618.46,609.43,1.09,,,,,,,
5/17/2022,609.43,609.43,609.53,600.33,1.45,,,,,,,
5/16/2022,600.7,600.7,602.25,598.05,0.18,,,,,,,
5/13/2022,599.63,599.63,606.23,599.63,-0.36,,,,,,,
5/12/2022,601.82,601.82,610.59,601.72,-1.03,,,,,,,
5/11/2022,608.08,608.08,611.4,597.41,1.26,,,,,,,
5/10/2022,600.53,600.53,603.95,596.9,-0.57,,,,,,,
5/9/2022,603.95,603.95,605.9,599.96,-0.24,,,,,,,
5/5/2022,605.42,605.42,605.42,602.52,0.48,,,,,,,
5/4/2022,602.52,602.52,610.32,601.56,-0.14,,,,,,,
5/3/2022,603.39,603.39,619.03,601.15,-2.53,,,,,,,
4/29/2022,619.03,619.03,619.6,609.75,1.39,,,,,,,
4/28/2022,610.55,610.55,614.41,610.55,-0.47,,,,,,,
4/27/2022,613.46,613.46,630.27,612.1,-2.67,,,,,,,
4/26/2022,630.27,630.27,635.25,629.33,-0.78,,,,,,,
4/21/2022,635.25,635.25,637.82,633.08,-0.24,,,,,,,
4/20/2022,636.79,636.79,637.27,627.33,-0.05,,,,,,,
4/19/2022,637.08,637.08,637.08,632.46,0.44,,,,,,,
4/14/2022,634.32,634.32,637.82,630.25,0.52,,,,,,,
4/13/2022,631.06,631.06,631.06,621,1.34,,,,,,,
4/12/2022,622.7,622.7,622.7,617.21,0.27,,,,,,,
4/11/2022,621.02,621.02,628.66,617.43,-1.04,,,,,,,
4/8/2022,627.55,627.55,629.91,623.7,0.62,,,,,,,
4/7/2022,623.7,623.7,627.9,622.93,-0.53,,,,,,,
4/6/2022,627.01,627.01,636.67,627.01,-1.42,,,,,,,
4/5/2022,636.04,636.04,641.38,636.04,-0.03,,,,,,,
4/4/2022,636.2,636.2,640.93,635.1,0.17,,,,,,,
4/1/2022,635.1,635.1,636.97,626.76,1.33,,,,,,,
3/31/2022,626.76,626.76,627.59,619.47,0.57,,,,,,,
3/30/2022,623.2,623.2,623.2,618.66,0.73,,,,,,,
3/29/2022,618.66,618.66,618.76,610.83,1.28,,,,,,,
3/28/2022,610.83,610.83,619.93,608.26,0.05,,,,,,,
3/25/2022,610.52,610.52,610.52,595.87,2.23,,,,,,,
3/24/2022,597.23,597.23,600.73,595.66,-0.58,,,,,,,
3/23/2022,600.73,600.73,603.56,595.8,0.6,,,,,,,
3/22/2022,597.16,597.16,600.1,595.51,-0.15,,,,,,,
3/21/2022,598.03,598.03,601.96,594.87,-0.65,,,,,,,
3/18/2022,601.96,601.96,603.7,595.67,0.91,,,,,,,
3/17/2022,596.56,596.56,599.71,588.99,1.17,,,,,,,
3/16/2022,589.67,589.67,593.44,588.15,-0.12,,,,,,,
3/15/2022,590.38,590.38,593.61,585.09,0.11,,,,,,,
3/14/2022,589.73,589.73,589.73,579.31,1.8,,,,,,,
3/11/2022,579.31,579.31,580.29,568.95,1.55,,,,,,,
3/10/2022,570.49,570.49,582.47,566.65,-1,,,,,,,
3/9/2022,576.23,576.23,576.23,546.49,5.29,,,,,,,
3/8/2022,547.27,547.27,548.34,538.13,1.54,,,,,,,
3/7/2022,538.96,538.96,574.42,529,-6.17,,,,,,,
3/4/2022,574.42,574.42,587.48,560.22,-2.22,,,,,,,
3/2/2022,587.48,587.48,592.93,584.15,-0.92,,,,,,,
3/1/2022,592.93,592.93,601.86,588.97,-0.38,,,,,,,
2/28/2022,595.22,595.22,607.67,595.22,-1.98,,,,,,,
2/25/2022,607.24,607.24,607.24,594.29,1.9,,,,,,,
2/24/2022,595.89,595.89,607.44,582.03,-1.9,,,,,,,
2/23/2022,607.44,607.44,615.11,607.44,-1.25,,,,,,,
2/22/2022,615.11,615.11,621.37,608.71,-1.01,,,,,,,
2/21/2022,621.37,621.37,624.19,617.93,-0.43,,,,,,,
2/18/2022,624.08,624.08,628.62,623.85,0.01,,,,,,,
2/17/2022,623.99,623.99,626.46,620.12,0.1,,,,,,,
2/16/2022,623.39,623.39,624.57,620.48,0.38,,,,,,,
2/15/2022,621.02,621.02,622.07,617.89,-0.17,,,,,,,
2/14/2022,622.07,622.07,622.8,613.82,-0.07,,,,,,,
2/11/2022,622.52,622.52,623.15,617.08,-0.1,,,,,,,
2/10/2022,623.15,623.15,630.76,623.15,-0.98,,,,,,,
2/9/2022,629.29,629.29,633.62,623.14,0.01,,,,,,,
2/8/2022,629.25,629.25,632.75,626.92,-0.12,,,,,,,
2/7/2022,630,630,630,626.52,0.56,,,,,,,
2/4/2022,626.52,626.52,627.8,621.13,0.19,,,,,,,
2/3/2022,625.36,625.36,627.66,623.82,-0.03,,,,,,,
2/2/2022,625.53,625.53,628.09,620.33,0.84,,,,,,,
2/1/2022,620.33,620.33,622.65,617.89,0.29,,,,,,,
1/31/2022,618.53,618.53,620.59,613.71,0.67,,,,,,,
1/28/2022,614.44,614.44,614.69,610.3,0.45,,,,,,,
1/27/2022,611.71,611.71,612.18,606.17,0.13,,,,,,,
1/26/2022,610.9,610.9,618.64,604.28,-0.46,,,,,,,
1/25/2022,613.72,613.72,614.93,604.79,0.62,,,,,,,
1/24/2022,609.94,609.94,627.18,605.64,-2.75,,,,,,,
1/21/2022,627.18,627.18,635.88,625.21,-1.16,,,,,,,
1/20/2022,634.56,634.56,638.86,631.58,0.47,,,,,,,
1/19/2022,631.58,631.58,639.36,628.57,-1.22,,,,,,,
1/18/2022,639.36,639.36,646.14,639.08,-1.05,,,,,,,
1/17/2022,646.14,646.14,647.35,642.65,0.39,,,,,,,
1/14/2022,643.66,643.66,650.68,634.62,-0.7,,,,,,,
1/13/2022,648.19,648.19,649.84,645.51,0.17,,,,,,,
1/12/2022,647.06,647.06,652.62,637.35,-0.56,,,,,,,
1/11/2022,650.71,650.71,652.67,646.94,0.33,,,,,,,
1/10/2022,648.57,648.57,649.5,643.93,0.21,,,,,,,
1/7/2022,647.18,647.18,649.13,644.62,0.03,,,,,,,
1/6/2022,646.97,646.97,646.97,642.04,0.51,,,,,,,
1/5/2022,643.67,643.67,643.67,633.49,1.39,,,,,,,
1/4/2022,634.82,634.82,638.74,626.5,-0.14,,,,,,,
12/30/2021,635.68,635.68,641.6,627.34,-0.87,,,,,,,
12/29/2021,641.24,641.24,641.24,631.04,1.25,,,,,,,
12/23/2021,633.31,633.31,635.81,630.85,0.32,,,,,,,
12/22/2021,631.27,631.27,637.16,630.41,-0.68,,,,,,,
12/21/2021,635.57,635.57,635.88,630.05,0.59,,,,,,,
12/20/2021,631.87,631.87,631.87,613.65,1.99,,,,,,,
12/17/2021,619.55,619.55,625.69,616.5,-0.45,,,,,,,
12/16/2021,622.32,622.32,622.32,607.04,2.31,,,,,,,
12/15/2021,608.28,608.28,608.92,601.02,0.05,,,,,,,
12/14/2021,607.97,607.97,610.98,599.64,-0.25,,,,,,,
12/13/2021,609.48,609.48,615.79,609.48,-0.63,,,,,,,
12/10/2021,613.34,613.34,620.39,612.59,-1.14,,,,,,,
12/9/2021,620.39,620.39,624.32,616.29,-0.22,,,,,,,
12/8/2021,621.73,621.73,627.77,617.81,-0.87,,,,,,,
12/7/2021,627.19,627.19,631.16,622.25,0.41,,,,,,,
12/6/2021,624.64,624.64,625.22,616.73,0.02,,,,,,,
12/3/2021,624.54,624.54,625.27,619.78,0.75,,,,,,,
12/2/2021,619.87,619.87,621.16,610.81,0.5,,,,,,,
12/1/2021,616.8,616.8,622.72,612.04,-0.95,,,,,,,
11/30/2021,622.72,622.72,622.72,613.62,0.08,,,,,,,
11/29/2021,622.22,622.22,624.27,615.99,0.61,,,,,,,
11/26/2021,618.47,618.47,627.19,616.22,-1.39,,,,,,,
11/25/2021,627.19,627.19,628.33,618.13,0.99,,,,,,,
11/24/2021,621.07,621.07,629.07,620.92,-0.43,,,,,,,
11/23/2021,623.78,623.78,626.04,620.42,0.39,,,,,,,
11/22/2021,621.35,621.35,625.94,611.44,1.51,,,,,,,
11/19/2021,612.08,612.08,614.29,601.34,1.25,,,,,,,
11/18/2021,604.52,604.52,608.86,603.75,-0.67,,,,,,,
11/17/2021,608.61,608.61,612.13,605.58,-0.43,,,,,,,
11/16/2021,611.23,611.23,611.23,599.72,0.85,,,,,,,
11/15/2021,606.08,606.08,610.27,603.95,-0.41,,,,,,,
11/12/2021,608.55,608.55,608.55,600.25,0.94,,,,,,,
11/11/2021,602.87,602.87,605.79,598.62,-0.14,,,,,,,
11/10/2021,603.7,603.7,604.4,598.15,0.82,,,,,,,
11/9/2021,598.77,598.77,603.18,593.3,-0.44,,,,,,,
11/8/2021,601.44,601.44,605.01,598.59,-0.4,,,,,,,
11/5/2021,603.84,603.84,607.16,599.69,0.69,,,,,,,
11/4/2021,599.69,599.69,602.57,596.87,0.14,,,,,,,
11/3/2021,598.86,598.86,598.86,587.4,1.46,,,,,,,
11/2/2021,590.22,590.22,590.34,583.28,1.19,,,,,,,
11/1/2021,583.28,583.28,585.9,579.33,-0.11,,,,,,,
10/29/2021,583.95,583.95,583.95,577.36,1.14,,,,,,,
10/28/2021,577.36,577.36,577.71,574.83,0.3,,,,,,,
10/27/2021,575.61,575.61,575.78,565.06,0.65,,,,,,,
10/26/2021,571.9,571.9,573.69,568.06,0.04,,,,,,,
10/25/2021,571.66,571.66,581.15,570.13,-0.54,,,,,,,
10/22/2021,574.78,574.78,576.93,573.22,-0.23,,,,,,,
10/21/2021,576.1,576.1,578.07,571.81,0.6,,,,,,,
10/20/2021,572.66,572.66,581.18,571.19,-1.47,,,,,,,
10/19/2021,581.18,581.18,581.31,576.23,0.43,,,,,,,
10/18/2021,578.72,578.72,579.26,574.94,0.66,,,,,,,
