Source,Group,SubGroup,Cost,Amount,ID,Chapter,Name,Description,Alanine,Alpha-carotene,Alpha-tocopherol,Arginine,Asparagine,Aspartic acid,Available carbohydrate by difference,Beta-carotene,Beta-carotene equivalents,Beta-tocopherol,Beta-tocopherol + Gamma-tocopherol,Biotin,Boron,Cadmium,Calcium,Chloride,Cholecalciferol (Vitamin D3),Cholesterol,Chromium,Cobalt,Copper,Cystine,Delta-tocopherol,Dietary folate equivalents,"Disaccharides, total",Dry matter,Edible portion,"Energy, total metabolisable (kcal)","Energy, total metabolisable (kcal, including dietary fibre)","Energy, total metabolisable (kJ)","Energy, total metabolisable (kJ, including dietary fibre)",Ergocalciferol (Vitamin D2),"Fat, total",Fatty acid 18:3 omega-3,Fatty acid 20:5 omega-3,Fatty acid 22:5 omega-3,Fatty acid 22:6 omega-3,"Fatty acid cis,cis 18:2 omega-6","Fatty acids, total","Fatty acids, total long chain polyunsaturated omega-3","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated omega-3","Fatty acids, total saturated","Fatty acids, total trans","Fibre, total dietary","Fibre, water-insoluble","Fibre, water-soluble",Fluoride,"Folate food, naturally occurring food folates","Folate, total","Folic acid, synthetic folic acid",Fructose,Gamma-tocopherol,Glucose,Glutamic acid,Glycine,Glycogen,Histidine,Hydroxyproline,Iodide,Iron,Isoleucine,Lactic acid (grams),Lactose,Lead,Leucine,Lithium,Lutein,Lycopene,Lysine,Magnesium,Malic acid (grams),Maltodextrin,Maltose,Manganese,Mercury,Methionine,Molybdenum,"Monosaccharides, total",Niacin equivalents from tryptophan,"Niacin equivalents, total","Niacin, preformed",Nickel,"Nitrogen, total",Nitrogen-to-protein conversion factor,"Organic acids, total (grams)",Oxalic acid (grams),Pantothenic acid,Phenylalanine,Phosphorus,"Phytosterols, total","Polysaccharides, non-starch","Polysaccharides, non-starch, water-insoluble","Polysaccharides, non-starch, water-soluble",Potassium,Proline,"Protein, total; calculated from total nitrogen","Proximates, total",Quinic acid (grams),Retinol,Riboflavin,Rubidium,Selenium,Serine,Silicon (acid soluble),Sodium,"Starch, resistant","Starch, total",Succinic acid (grams),Sucrose,"Sugar, added","Sugar, free","Sugars, total",Sulphur,Taurine,Thiamin,Threonine,Tin,Total carbohydrate by difference,Total carbohydrates by summation,Total fat-to-total fatty acids conversion factor,Tryptophan,Tyrosine,Valine,Vanadium,"Vitamin A, retinol activity equivalents","Vitamin A, retinol equivalents",Vitamin B12,Vitamin B6,Vitamin C,Vitamin D; calculated by summation,"Vitamin E, alpha-tocopherol equivalents",Vitamin K,Water,Zeaxanthin,Zinc
Plant,Fruit,Apple,0.322416667,1.3,L3,L,"Apple, flesh & skin, raw, Dunn's Favourite","Apple, flesh & skin, raw, Dunn's Favourite",0,0,0.29,0,0,0,10.77,44,44,0,0,1.3,0,0,5,1,0,0,0,0,0.03,0,0,2.8,1.8,14.5,85,49.09,54.49,207.92,229.52,0,0.57,0,0,0,0,0,0.456,0,0.038,0.27,0,0.148,0,2.7,0,0,0,2.8,2.8,0,5.5,0,2.6,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,8.1,0.04,0.14,0.1,0,0.04,6.25,0,0,0.06,0,7,0,1.53,0.99,0.54,72,0,0.25,99.97,0,0,0.01,0,0.04,0,0,0.7,0,0.84,0,1.8,0,0,9.9,3,0,0.02,0,0,13.47,13.44,0.8,0,0,0,0,3.67,7.35,0,0,8,0,0.29,0,85.5,0,0.03
Plant,Fruit,Apple,0.322416667,1.3,L4,L,"Apple, flesh & skin, raw, Gala","Apple, flesh & skin, raw, Gala",0,0,0.25,0,0,0,10.47,65,65,0,0,1.2,0,0,5.53,0.92,0,0,0,0,0.03,0,0,2.8,1.7,14.16,93,46.9,52.3,198.6,220.2,0,0.58,0,0,0,0,0,0.464,0,0.039,0.275,0,0.152,0,2.7,0,0,0,2.8,2.8,0,5.21,0,2.48,0,0,0,0,0,0.2,0.17,0,0,0,0,0,0,0,0,0,3.52,0,0,0,24.7,0,0,0,7.69,0.04,0.16,0.12,0,0.04,6.25,0,0,0.06,0,6.3,0,1.53,0.99,0.54,43.7,0,0.25,99.7,0,0,0.01,0,0.09,0,0,0.45,0,0.78,0,1.7,0,0,9.39,2.37,0,0.02,0,0,13.17,12.87,0.8,0,0,0,0,5.42,10.86,0,0,4.1,0,0.25,0,85.84,0,0.06
Plant,Fruit,Apple,0.322416667,1.3,L5,L,"Apple, flesh & skin, raw, Golden Delicious","Apple, flesh & skin, raw, Golden Delicious",0,0,0.17,0,0,0,11.48,54,54,0,0,1.2,0,1.01,3.15,0.91,0,0,2.01,0,0.01,0,0,2.8,1.4,15.11,93,47.38,52.78,200.73,222.33,0,0.51,0,0,0,0,0,0.408,0,0.034,0.242,0,0.134,0,2.7,0,0,0,2.8,2.8,0,6.2,0,2.3,0,0,0,0,0,0.2,0.12,0,0,0,0,0,0,0,0,0,3.26,0,0,0,22.4,0,0,0,8.5,0.04,0.13,0.09,0,0.04,6.25,0,0,0.06,0,5.4,0,1.53,0.99,0.54,62.5,0,0.24,98.98,0,0,0.01,0,0.09,0,0,0.42,0,0.56,0,1.4,0,0,9.9,3.54,0,0.02,0,0,14.18,13.16,0.8,0,0,0,0,4.5,9.02,0,0,7.8,0,0.17,0,84.89,0,0.04
Plant,Fruit,Apple,0.322416667,1.3,L7,L,"Apple, flesh & skin, raw, Gravenstein","Apple, flesh & skin, raw, Gravenstein",0,0,0.3,0,0,0,11.63,44,44,0,0,1.2,0,0,5.35,1,0,0,0,0,0.02,0,0,2.8,1.6,15.4,93,46.57,51.97,197.21,218.81,0,0.57,0,0,0,0,0,0.456,0,0.038,0.269,0,0.149,0,2.7,0,0,0,2.8,2.8,0,5.1,0,2.4,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,4.47,0,0,0,26,0,0,0,7.5,0.02,0.12,0.1,0,0.04,6.25,0,0,0.06,0,7,0,1.53,0.99,0.54,98.6,0,0.25,98.48,0,0,0.01,0,0.09,0,0,0.7,0,1.01,0,1.6,0,0,9.1,3,0,0.02,0,0,14.33,12.81,0.8,0,0,0,0,3.67,7.35,0,0,4.7,0,0.3,0,84.6,0,0.04
Plant,Fruit,Apple,0.322416667,1.3,L8,L,"Apple, flesh & skin, raw, Jonathan","Apple, flesh & skin, raw, Jonathan",0,0,0.3,0,0,0,12.39,44,44,0,0,1.2,0,0,6.93,1,0,0,0,0,0.02,0,0,2.8,1.9,16.15,93,47.77,53.17,202.31,223.91,0,0.57,0,0,0,0,0,0.456,0,0.038,0.269,0,0.149,0,2.7,0,0,0,2.8,2.8,0,5.6,0,2.5,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,4.13,0,0,0,26.1,0,0,0,8.1,0.04,0.14,0.1,0,0.04,6.25,0,0,0.06,0,7,0,1.53,0.99,0.54,67.3,0,0.25,98.02,0,0,0.01,0,0.09,0,0,0.7,0,0.41,0,1.9,0,0,10,3,0,0.02,0,0,15.09,13.11,0.8,0,0,0,0,3.67,7.35,0,0,8.5,0,0.3,0,83.85,0,0.04
Plant,Fruit,Apple,0.322416667,1.3,L9,L,"Apple, flesh & skin, raw, Kidd's Orange","Apple, flesh & skin, raw, Kidd's Orange",0,0,0.29,0,0,0,10.27,44,44,0,0,1.2,0,0,5,1,0,0,0,0,0.02,0,0,2.8,1.8,14,85,49.25,54.65,208.6,230.2,0,0.57,0,0,0,0,0,0.456,0,0.038,0.269,0,0.149,0,2.7,0,0,0,2.8,2.8,0,5.5,0,2.64,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,8.14,0.04,0.14,0.1,0,0.04,6.25,0,0,0.06,0,7,0,1.53,0.99,0.54,72,0,0.25,100.51,0,0,0.01,0,0.09,0,0,0.7,0,0.84,0,1.8,0,0,9.94,3,0,0.02,0,0,12.97,13.48,0.8,0,0,0,0,3.67,7.35,0,0,7.7,0,0.29,0,86,0,0.04
Plant,Fruit,Apple,0.322416667,1.3,L10,L,"Apple, flesh & skin, raw, Red Delicious","Apple, flesh & skin, raw, Red Delicious",0,0,0.33,0,0,0,13.78,45,45,0,0,1.2,0,0,4.68,1.14,0,0,0,0,0.01,0,0,2.8,1.9,16.75,94,51.7,55.7,219.11,235.11,0,0.49,0,0,0,0,0,0.392,0,0.033,0.232,0,0.128,0,2,0,0,0,2.8,2.8,0,5.8,0,2.8,0,0,0,0,0,0.2,0.14,0,0,0,0,0,0,0,0,0,4.19,0,0,0,21.2,0,0,0,8.6,0.04,0.14,0.1,0,0.04,6.25,0,0,0.06,0,7,0,1.53,0.99,0.54,73.8,0,0.26,97.78,0,0,0.01,0,0.09,0,0,0.85,0,1.06,0,1.9,0,0,10.5,2.68,0,0.02,0,0,15.78,13.56,0.8,0,0,0,0,3.75,7.52,0,0,4.5,0,0.33,0,83.25,0,0.03
Plant,Fruit,Apple,0.322416667,1.3,L11,L,"Apple, flesh & skin, raw, Sturmer","Apple, flesh & skin, raw, Sturmer",0,0,0.27,0,0,0,12.94,36,36,0,0,1.2,0,0,4.39,1.14,0,0,2.61,0,0.02,0,0,2.8,1.8,16.95,94,52.61,58.01,222.66,244.26,0,0.75,0,0,0,0,0,0.6,0,0.051,0.356,0,0.196,0,2.7,0,0,0,2.8,2.8,0,5.7,0,2.7,0,0,0,0,0,0.2,0.18,0,0,0,0,0,0,0,0,0,4.34,0,0,0,23.2,0,0,0,8.4,0,0.13,0.13,0,0.05,6.25,0,0,0.06,0,6.97,0,1.53,0.99,0.54,82.4,0,0.33,98.21,0,0,0.01,0,0.09,0,0,0.83,0,0.94,0,1.8,0,0,10.2,3.61,0,0.02,0,0,15.64,13.84,0.8,0,0,0,0,3,6.01,0,0,17.7,0,0.27,0,83.05,0,0.04
Plant,Fruit,Apple,0.322416667,1.3,L1150,L,"Apple, flesh & skin, raw, 'Royal Gala'","Apple, flesh & skin, raw, 'Royal Gala'",0,0,1,0,0,0,12.58,20.72,20.72,0.17,0,0,0,0,6.3,0,0,0,0,0,0.04,0,0,0,3.3,15.3,92.8,46.85,50.8,198.73,214.54,0,0.3,0.005,0,0,0,0.023,0.051,0,0.006,0.029,0.005,0.016,0.002,1.98,1.41,0.57,0,0,0,0,6.2,0.05,1,0,0,0,0,0,0.6,0.12,0,0,0,0,0,0,0,0,0,4.1,0,0,0,33,0,0,0,7.2,0.05,0.05,0,0,0.04,6.25,0,0,0,0,8.8,0,0,0,0,89,0,0.24,98.21,0,0,0.08,0,0,0,0,1,0,0.29,0,3.3,0,0,10.5,0,0,0.02,0,0,14.56,12.77,0,2.68,0,0,0,1.73,3.46,0,0.04,2.85,0,1.07,0,84.7,0,0.04
Plant,Fruit,Apple,0.322416667,1.3,L1151,L,"Apple, flesh & skin, raw, 'Braeburn'","Apple, flesh & skin, raw, 'Braeburn'",0,0,0.23,0,0,0,11.38,20.72,20.72,0.02,0,0,0,0,4.2,0,0,0,0,0,0.04,0,0,0,2.5,14,92.8,40.8,44.58,173.01,188.15,0,0.3,0.005,0,0,0,0.023,0.051,0,0.006,0.029,0.005,0.016,0.002,1.89,1.41,0.48,0,0,0,0,5.1,0,1.4,0,0,0,0,0,0.2,0.12,0,0,0,0,0,0,0,0,0,4.3,0,0,0,31,0,0,0,6.5,0.04,0.04,0,0,0.04,6.25,0,0,0,0,8.9,0,0,0,0,97,0,0.23,97.92,0,0,0.07,0,0,0,0,1.3,0,0.29,0,2.5,0,0,9,0,0,0.01,0,0,13.27,11.19,0,2.54,0,0,0,1.73,3.46,0,0.03,9.68,0,0.24,0,86,0,0.02
Plant,Fruit,Apple,0.322416667,1.3,L1152,L,"Apple, flesh & skin, raw, 'Granny Smith'","Apple, flesh & skin, raw, 'Granny Smith'",0,0,0.27,0,0,0,10.94,20.72,20.72,0.02,0,0,0,0,3.9,0,0,0,0,0,0.04,0,0,0,1.7,14.1,92.3,39.25,44.07,166.43,185.72,0,0.3,0.005,0,0,0,0.023,0.051,0,0.006,0.029,0.005,0.016,0.002,2.41,1.75,0.67,0,0,0,0,4.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,34,0,0,0,6.8,0.06,0.06,0,0,0.06,6.25,0,0,0,0,9.2,0,0,0,0,102,0,0.34,97.85,0,0,0.05,0,0,0,0,0,0,0.29,0,1.7,0,0,8.5,0,0,0.01,0,0,13.36,11.21,0,3.78,0,0,0,1.73,3.46,0,0.03,4.49,0,0.28,0,85.9,0,0
Plant,Fruit,Apple,0.322416667,1.3,L1153,L,"Apple, flesh & skin, raw, combined varieties","Apple, flesh & skin, raw, combined varieties",0,0,0.7,0,0,0,11.15,20.72,20.72,0.09,0,0,0,0,4.7,0,0,0,0,0,0.04,0,0,0,2.9,13.8,92.6,46.32,50.4,196.49,212.81,0,0.3,0.005,0,0,0,0.023,0.051,0,0.006,0.029,0.005,0.016,0.002,2.04,1.46,0.58,0,0,0,0,6.1,0.02,1.4,0,0,0,0,0,0.5,0.11,0,0,0,0,0,0,0,0,0,4.5,0,0,0,35,0,0,0,7.5,0.04,0.04,0,0,0.03,6.25,0,0,0,0,9,0,0,0,0,100,0,0.21,99.54,0,0,0.07,0,0,0,0,0,0,0.29,0,2.9,0,0,10.4,0,0,0,0,0,13.19,12.73,0,2.34,0,0,0,1.73,3.46,0,0.04,4.81,0,0.74,0,86.2,0,0.03
Plant,Fruit,Apple,0.322416667,1.3,L1154,L,"Apple, flesh, raw, combined varieties","Apple, flesh, raw, combined varieties",0,0,0,0,0,0,11.54,17.1,17.1,0,0,0,0,0,2.9,0,0,0,0,0,0.04,0,0,0,2.4,13.5,82.3,44.25,47.13,187.8,199.33,0,0.2,0.005,0,0,0,0.023,0.051,0,0.006,0.029,0.005,0.016,0.002,1.44,1.04,0.4,0,0,0,0,6.2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,20,0,0,0,7.7,0.04,0.04,0,0,0.04,6.25,0,0,0,0,10,0,0,0,0,110,0,0.22,98.85,0,0,0.07,0,0,0,0,0,0,0.29,0,2.4,0,0,10.1,0,0,0,0,0,12.98,11.83,0,2.41,0,0,0,1.43,2.86,0,0.04,2.92,0,0,0,86.5,0,0
Plant,Fruit,Kiwifruit,0.51225,1.3,L1026,L,"Kiwifruit, green, flesh & seed, fresh, raw, Zespri Green Kiwifruit, Zespri","Kiwifruit, green, flesh & seed, fresh, raw, Zespri Green Kiwifruit, Zespri",44,0,0.86,59,0,111,11.03,54,54,0,0,0,0,0.04,27,0,0,0,0,0.12,0.12,23,0,38.2,0,16.51,67,47.11,53.11,199.39,223.39,0,0.66,0.077,0,0,0,0.033,0.528,0,0.078,0.115,0.077,0.089,0,3,2.4,0.6,0,38.2,38.2,0,4.68,0,4.13,138,48,0,17,0,0,0.22,40,0,0,0,55,0,138,0,51,14.4,0.26,0,0,80,0,17,0,8.8,0.83,0.83,0,0,0.19,6.25,2.01,0,0,33,33.8,0,1.68,1.2,0.48,300.6,36,1.17,98.09,0.78,0,0.05,0,0.6,35,0,2.3,0,0.32,0,0,0,0,8.8,0,0,0,44,0,14.03,12.12,0.8,49,29,46,0,4.5,9.02,0,0.07,85.1,0,0.86,11,83.49,0,0.1
Plant,Fruit,Kiwifruit,0.51225,1.3,L1036,L,"Kiwifruit, gold, flesh & seed, fresh, raw, Zespri Gold Kiwifruit, Zespri","Kiwifruit, gold, flesh & seed, fresh, raw, Zespri Gold Kiwifruit, Zespri",40,0,1.32,109,0,119,12.25,43,43,0,0,0,0,0.1,20,0,0,0,0,0,0.15,25,0,33.9,0,16.8,74,54.2,58.2,229.65,245.65,0,0.56,0.038,0,0.009,0,0.062,0.448,0.009,0.019,0.113,0.047,0.083,0,2,1.4,0.6,0,33.9,33.9,0,5.68,0,5.2,129,46,0,20,0,0,0.29,37,0,0,0,56,0,114,0,60,14.4,0.21,0,0,60,0,16,0,10.88,0.75,1.03,0.28,0,0.2,6.25,2.09,0,0,30,29,0,1.29,0.67,0.62,316.1,28,1.23,98.81,1.35,0,0.05,0,0.3,40,0,3,0,0.18,0,0,0,0,10.88,0,0,0.02,42,0,14.25,13.06,0.8,44,23,46,0,3.58,7.18,0,0.06,108.5,0,1.32,5.5,83.2,0,0.1
Plant,Fruit,Kiwifruit,0.51225,1.3,L1077,L,"Kiwifruit, gold, flesh & seed, raw, Zespri SunGold Kiwifruit, Zespri","Kiwifruit, gold, flesh & seed, raw, Zespri SunGold Kiwifruit, Zespri",38.47,0,1.4,86.28,0,114.11,14.36,13.95,13.95,0.04,0,0,0,0.01,17.32,0,0,0,0,0,0.15,19.24,0,30.64,1.22,17.56,72.28,56.29,59.15,238.89,250.33,0,0.28,0.043,0,0,0,0.058,0.224,0.007,0.023,0.12,0.05,0.065,0.001,1.43,1.06,0.37,0,30.64,30.64,0,5.8,0.07,5.28,185.64,46.16,0,24.1,0,0,0.21,38.2,0,0,0.12,49.34,0,23.14,0,50.73,12.28,0.62,0,0,47.6,0,14.09,0,11.08,0.34,0.57,0.23,0,0.16,6.25,2.25,0.02,0.12,37.71,25.2,0,0,0,0,315,25.07,1.02,98.06,0.71,0,0.07,0,0.44,43.39,0,2.72,0,0.12,0,1.22,0,0,12.3,0,0,0,43.2,0,15.79,13.85,0.8,20.2,23.24,43.03,0,1.16,2.33,0.08,0.08,161.33,0,1.42,6.07,82.44,0.62,0.08
Plant,Fruit,Kiwifruit,0.51225,1.3,L1078,L,"Kiwifruit, green, flesh & seed, raw, Zespri Sweet Green Kiwifruit (Green14)","Kiwifruit, green, flesh & seed, raw, Zespri Sweet Green Kiwifruit (Green14)",39.93,0,1.57,164.78,0,143.49,15.24,34.47,34.47,0.14,0,0.6,0,0.04,27,0,0,0,0,0,0.15,20.62,0,38.42,1.94,19.66,75.24,56.25,61.03,238.75,257.87,0,0.24,0.042,0,0,0,0.054,0.192,0.002,0.029,0.099,0.044,0.048,0.001,2.39,1.82,0.57,0,38.42,38.42,0,5.34,0.29,4.79,172.31,48.15,0,25.79,0,0,0.22,41.21,0,0,0.04,55.69,0,43.81,0,50.26,16.22,0.61,0,0,106.6,0,16.84,0,10.13,0.37,0.63,0.26,0,0.2,6.25,2.4,0.03,0.22,31.81,28.6,0,0,0,0,328,31.42,1.27,97.01,0.89,0,0.11,0,0.8,44.47,0,2.56,0,0.18,0,1.94,0,0,12.07,0,0,0,45.92,0,17.63,14.64,0.8,21.88,26.43,44.26,0,2.87,5.76,0.2,0.18,149.97,0,1.65,14.57,80.34,0.07,0.12
Plant,Fruit,Kiwifruit,0.51225,1.3,L88,L,"Kiwifruit, green, flesh & seed, fresh, raw, Bruno","Kiwifruit, green, flesh & seed, fresh, raw, Bruno",0,19,1.7,0,0,0,9.54,49,58.5,0,0,0,0,0,29.5,42,0,0,0,0,0.07,0,0,33.9,1.4,15.11,79,43.47,50.07,183.77,210.17,0,0.78,0,0,0,0,0,0.624,0,0,0,0,0,0,3.3,0,0,0,33.9,33.9,0,3.3,0,3.2,0,0,0,0,0,0.1,0.26,0,0,0,0,0,0,0,0,0,12.9,0,0,0,113,0,0,0,6.5,0.2,0.69,0.49,0,0.13,6.25,0.99,0,0,0,23.7,0,1.62,1.36,0.26,242,0,0.81,98.76,0,0,0.01,0,0.1,0,0,3.2,0,0.4,0,1.4,0,0,7.9,17.6,0,0.01,0,0,12.84,11.6,0.8,0,0,0,0,4.88,9.77,0,0.16,122,0,1.7,0,84.89,0,0.11
Plant,Fruit,Avocado,1.026333333,1.3,L1017,L,"Avocado, flesh, raw, combined varieties","Avocado, flesh, raw, combined varieties",0,0,1.9,0,0,0,0,48.7,48.7,0,0,0,0,0,11,0,0,0,0,0,0.26,0,0,81,0.1,35.3,66,249.92,259.52,1028.91,1067.31,0,26.6,0.153,0,0,0,2.645,25.43,0,18.258,2.797,0.153,3.687,0,4.8,0,0,0,81,81,0,0.15,0.03,0.29,0,0,0,0,0,0.1,0.77,0,0,0,0,0,0,0,0,0,32,0,0,0,210,0,0,0,0.44,0.3,1.6,1.3,0,0.32,6.25,0,0,0,0,52,0,4.75,3.3,1.45,560,0,2,100.78,0,0,0.12,0,1,0,0,17,0,0.09,0,0.1,0,0,0.54,0,0,0.02,0,0,0,5.43,0.96,0,0,0,0,4.06,8.13,0,0.92,7.3,0,1.91,0,64.7,0,0.72
Plant,Fruit,Avocado,1.026333333,1.3,L1157,L,"Avocado, flesh, fresh, raw, late season (April), Hass, New Zealand","Avocado, flesh, fresh, raw, late season (April), Hass, New Zealand",0,20,1.63,0,0,0,0,59.66,69.66,0.05,0,0,0,0,8.2,0,0,0,0,0,0.25,0,0,118,0,38.8,64.83,248.85,261.45,1024.24,1074.64,0,26.7,0.238,0,0,0,4.016,25.998,0,17.671,4.275,0.238,4.051,0.001,6.3,4.1,2.2,0,118,118,0,0,0,0,0,0,0,0,0,1.5,0.8,0,0,0,0,0,0,450,0,0,28,0,0,0,155,0,0,0,0,0.44,2.59,2.15,0,0.33,6.25,0,0,1,0,44,117.15,0,0,0,600,0,2.04,100.14,0,0,0.16,0,0.9,0,0,10,0,0.1,0,0,0,0,0,0,0,0.05,0,0,6.26,6.4,0,26,0,0,0,5.81,11.63,0,0.69,1.9,0,1.65,5.01,61.2,0,0.68
Plant,Fruit,Avocado,1.026333333,1.3,L1158,L,"Avocado, flesh, fresh, raw, early season (September), Hass, New Zealand","Avocado, flesh, fresh, raw, early season (September), Hass, New Zealand",0,13,1.64,0,0,0,0.71,89,95.5,0.04,0,0,0,0,10.9,0,0,0,0,0,0.22,0,0,99.6,0,26,66.7,174.55,182.51,718.46,750.3,0,18.7,0.133,0,0,0,1.803,16.64,0,12.086,1.944,0.133,2.61,0,3.98,2.78,1.2,0,99.6,99.6,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,28,0,0,0,189,0,0,0,0,0.31,2.33,2.02,0,0.24,6.25,0,0,0.8,0,47,80.9,0,0,0,440,0,1.51,99.34,0,0,0.14,0,0,0,0,13,0,0.05,0,0,0,0,0,0,0,0,0,0,4.69,4.03,0,18.19,0,0,0,7.96,15.95,0,0.56,3.48,0,1.66,8.71,74,0,0.48
Plant,Fruit,Avocado,1.026333333,1.3,L1159,L,"Avocado, flesh, fresh, raw, Hass, New Zealand","Avocado, flesh, fresh, raw, Hass, New Zealand",0,16.5,1.64,0,0,0,0.34,74.33,82.58,0.05,0,0,0,0,9.55,0,0,0,0,0,0.24,0,0,108.8,0,32.4,65.7,211.7,221.98,871.35,912.47,0,22.7,0.185,0,0,0,2.91,21.31,0,14.878,3.109,0.185,3.33,0.001,5.14,3.44,1.7,0,108.8,108.8,0,0,0.02,0,0,0,0,0,0,0.75,0.4,0,0,0,0,0,0,315,0,0,28,0,0,0,172,0,0,0,0,0.38,2.46,2.08,0,0.28,6.25,0,0,0.9,0,45.5,99.03,0,0,0,520,0,1.78,99.74,0,0,0.15,0,0.45,0,0,11.5,0,0.08,0,0,0,0,0,0,0,0.03,0,0,5.48,5.22,0,22.1,0,0,0,6.88,13.79,0,0.63,2.69,0,1.66,6.86,67.6,0,0.58
Plant,Fruit,Avocado,1.026333333,1.3,L221,L,"Avocado, flesh, raw, California","Avocado, flesh, raw, California",0,0,0,0,0,0,1.52,0,186,0,0,4.35,1530,0,11.6,6,0,0,0,0,0.15,0,0,89,0.1,27.69,67,172.17,181.97,710.06,749.26,0,17.33,0,0,0,0,0,16.567,0,9.88,2.43,0,2.4,0,4.9,0,0,0,89,89,0,0.2,0,0.5,0,0,0,0,0,0.1,1.18,0,0,0,0,0,0,0,0,0,29.3,0,0,0,170,0,0,0,0.7,0.3,2,1.7,0,0.36,6.25,0,0,0.65,0,51,0,3.4,1.8,1.6,582,0,2.25,100.28,0,0,0.12,0,0.4,0,0,9.26,0,1,0,0.1,0,0,0.8,0,0,0.05,0,0,6.42,6.7,0.96,0,0,0,0,15.5,31.06,0,0.26,9.23,0,2.24,0,72.31,0,1.1
Plant,Fruit,Avocado,1.026333333,1.3,L29,L,"Avocado, flesh, raw, Fuerte","Avocado, flesh, raw, Fuerte",259.96,0,0,140.03,0,950.06,0,100,100,0,0,3.2,0,0,15,6,0,0,0,0,0.21,0,0,59,0.1,31.3,71,218.87,228.87,902.45,942.45,0,22.2,0,0,0,0,0,21.223,0,16.681,1.931,0,2.61,0,5,0,0,0,59,59,0,0.1,0,0.3,519.92,170.18,0,73.7,0,0.1,1.5,140.03,0,0,0,229.81,0,0,0,209.71,30,0,0,0,190,0,67,0,0.4,0.8,1.8,1,0,0.67,6.25,0,0,1.07,150.08,31,0,4.4,2.6,1.8,400,160.13,4.19,101.79,0,0,0.1,0,0.22,170.18,0,6,0,0.08,0,0.1,0,0,0.5,19,0,0.1,119.93,0,0,5.58,0.96,46.9,93.8,190.28,0,8.33,16.7,0,0.36,6,0,2.71,0,68.7,0,0.81
Plant,Fruit,Mandarin,0.55775,1.3,L1162,L,"Mandarins, flesh, fresh, raw, composite, peak season, New Zealand","Mandarins, flesh, fresh, raw, composite, peak season, New Zealand",0,5.89,0.4,0,0,0,10.06,304,306.95,0,0,0,0,0,23,0,0,0,0,0,0.06,0,0,39.2,5.4,12.4,68.47,31.49,34.09,133.71,144.11,0,0.1,0.018,0,0,0,0.029,0.126,0,0.054,0.047,0.018,0.025,0,1.3,0.8,0.5,0,39.2,39.2,0,1,0.01,0.5,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,10.9,0,0,0,48,0,0,0,1.5,0.14,0.45,0.31,0,0.12,6.25,0,0,0,0,21,0,0,0,0,157,0,0.74,96.85,0,0,0.06,0,0,0,0,1.4,0,0.01,0,5.4,0,0,6.9,0,0,0,0,0,11.36,8.21,0,8.11,0,0,0,25.58,51.26,0,0.3,28.46,0,0.4,0,87.6,0,0.06
Plant,Fruit,Mandarin,0.55775,1.3,L1179,L,"Mandarins, flesh, fresh, raw, composite, off season","Mandarins, flesh, fresh, raw, composite, off season",0,28.65,0.5,0,0,0,11.61,333,347.33,0,0,0,0,0,58,0,0,0,0,0,0.05,0,0,28.3,5.5,14.9,76.32,44.25,47.05,187.69,198.89,0,0.3,0.054,0,0,0,0.086,0.378,0,0.162,0.14,0.054,0.076,0,1.4,0.7,0.7,0,28.3,28.3,0,2,0.01,1.8,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,13.8,0,0,0,59,0,0,0,3.8,0.2,0.47,0.27,0,0.17,6.25,0,0,0,0,23,0,0,0,0,183,0,1.09,97.69,0,0,0.13,0,0,0,0,0,0,0,0,5.5,0,0,9.3,0,0,0.07,0,0,13.01,10.7,0,11.96,0,0,0,28.94,58,0,0.2,13.6,0,0.5,0,85.1,0,0.08
Plant,Fruit,Mandarin,0.55775,1.3,L1183,L,"Mandarin, flesh, fresh, raw, composite","Mandarin, flesh, fresh, raw, composite",0,17.27,0.45,0,0,0,10.84,318.5,327.14,0,0,0,0,0,40.5,0,0,0,0,0,0.05,0,0,33.75,5.45,13.65,72.4,37.87,40.57,160.7,171.5,0,0.2,0.036,0,0,0,0.057,0.252,0,0.108,0.093,0.036,0.051,0.077,1.35,0.75,0.6,0,33.75,33.75,0,1.5,0.01,1.15,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,12.35,0,0,0,53.5,0,0,0,2.65,0.17,0.46,0.29,0,0.15,6.25,0,0,0,0,22,0,0,0,0,170,0,0.91,97.27,0,0,0.1,0,0,0,0,0.7,0,0.01,0,5.45,0,0,8.1,0,0,0.04,0,0,12.19,9.46,0,10.04,0,0,0,27.26,54.63,0,0.25,21.03,0,0.45,0,86.35,0,0.07
