Source,Group,SubGroup,Cost,Amount,ID,Chapter,Name,Description,Alanine,Alpha-carotene,Alpha-tocopherol,Arginine,Asparagine,Aspartic acid,Available carbohydrate by difference,Beta-carotene,Beta-carotene equivalents,Beta-tocopherol,Beta-tocopherol + Gamma-tocopherol,Biotin,Boron,Cadmium,Calcium,Chloride,Cholecalciferol (Vitamin D3),Cholesterol,Chromium,Cobalt,Copper,Cystine,Delta-tocopherol,Dietary folate equivalents,"Disaccharides, total",Dry matter,Edible portion,"Energy, total metabolisable (kcal)","Energy, total metabolisable (kcal, including dietary fibre)","Energy, total metabolisable (kJ)","Energy, total metabolisable (kJ, including dietary fibre)",Ergocalciferol (Vitamin D2),"Fat, total",Fatty acid 18:3 omega-3,Fatty acid 20:5 omega-3,Fatty acid 22:5 omega-3,Fatty acid 22:6 omega-3,"Fatty acid cis,cis 18:2 omega-6","Fatty acids, total","Fatty acids, total long chain polyunsaturated omega-3","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated omega-3","Fatty acids, total saturated","Fatty acids, total trans","Fibre, total dietary","Fibre, water-insoluble","Fibre, water-soluble",Fluoride,"Folate food, naturally occurring food folates","Folate, total","Folic acid, synthetic folic acid",Fructose,Gamma-tocopherol,Glucose,Glutamic acid,Glycine,Glycogen,Histidine,Hydroxyproline,Iodide,Iron,Isoleucine,Lactic acid (grams),Lactose,Lead,Leucine,Lithium,Lutein,Lycopene,Lysine,Magnesium,Malic acid (grams),Maltodextrin,Maltose,Manganese,Mercury,Methionine,Molybdenum,"Monosaccharides, total",Niacin equivalents from tryptophan,"Niacin equivalents, total","Niacin, preformed",Nickel,"Nitrogen, total",Nitrogen-to-protein conversion factor,"Organic acids, total (grams)",Oxalic acid (grams),Pantothenic acid,Phenylalanine,Phosphorus,"Phytosterols, total","Polysaccharides, non-starch","Polysaccharides, non-starch, water-insoluble","Polysaccharides, non-starch, water-soluble",Potassium,Proline,"Protein, total; calculated from total nitrogen","Proximates, total",Quinic acid (grams),Retinol,Riboflavin,Rubidium,Selenium,Serine,Silicon (acid soluble),Sodium,"Starch, resistant","Starch, total",Succinic acid (grams),Sucrose,"Sugar, added","Sugar, free","Sugars, total",Sulphur,Taurine,Thiamin,Threonine,Tin,Total carbohydrate by difference,Total carbohydrates by summation,Total fat-to-total fatty acids conversion factor,Tryptophan,Tyrosine,Valine,Vanadium,"Vitamin A, retinol activity equivalents","Vitamin A, retinol equivalents",Vitamin B12,Vitamin B6,Vitamin C,Vitamin D; calculated by summation,"Vitamin E, alpha-tocopherol equivalents",Vitamin K,Water,Zeaxanthin,Zinc
Animal,Beef,Beef blade ,2.042333333,1,M1174,M,"Beef, forequarter scotch fillet, separable lean & fat, fast-roasted","Beef, forequarter scotch fillet, separable lean & fat, fast-roasted",1347.69,0,0.51,1703.7,2060.01,0,0,0,0,0,0,0,0,0,5.77,0,0.38,92.89,0,0,0.07,305.33,0,7.94,0,46.03,100,273.3,273.3,1138.96,1138.96,0,18.03,0.117,0.017,0.039,0.003,0.131,12.799,0.063,5.522,0.462,0.18,6.815,0.538,0,0,0,0,7.94,7.94,0,0,0,0,3623.55,1537.79,0,750.97,0,1.3,2.25,1017.4,0,0,0,1907.36,0,0,0,1983.63,21.85,0,0,0,0.54,0,776.2,0,0,4.32,8.18,3.85,0,4.44,6.25,0,0,0.41,991.76,194.46,0,0,0,0,335.85,940.34,27.75,100.75,0,15.38,0.14,0,6.29,890.04,0,48.9,0,0,0,0,0,0,0,0,75.83,0.06,902.89,0,0,0,0,254.34,851.96,1080.99,0,15.38,15.38,1.3,0.28,0,0.38,0.51,0,53.97,0,4.65
Animal,Beef,Beef blade ,2.042333333,1,M1158,M,"Beef, forequarter scotch fillet, separable lean & fat, raw","Beef, forequarter scotch fillet, separable lean & fat, raw",889.51,0,0.48,1124.54,1360.74,0,1.2,0,0,0,0,0,0,0,4.59,0,0.2,63.5,0,0,0.05,202.13,0,5.74,0,35.62,100,210.98,210.98,877.51,877.51,0,15.31,0.113,0.013,0.031,0.002,0.115,12.179,0.048,4.997,0.398,0.161,6.784,0.532,0,0,0,0,5.74,5.74,0,0,0,0,2391.8,1013.04,0,498.38,0,0.25,1.92,672.41,0,0,0,1259.72,0,0,0,1310.02,17.95,0,0,0,8.52,0,514.4,0,0,2.86,5.84,2.99,0,2.93,6.25,0,0,0.3,654.8,161.12,0,0,0,0,297.18,619.05,18.29,98.8,0,19.44,0.07,0,4.45,587.63,0,43.41,0,0,0,0,0,0,0,0,49.42,0.07,596.54,0,1.2,0,0,168.08,562.69,714.43,0,19.44,19.44,1.38,0.25,0,0.2,0.48,0,64.38,0,3.34
Animal,Beef,Beef blade ,2.042333333,1,M1073,M,"Beef, forequarter scotch fillet, separable lean, fast-roasted","Beef, forequarter scotch fillet, separable lean, fast-roasted",1461.2,0,0.4,1847.18,2233.16,0,0,0,0,0,0,0,0,0,4.56,0,0.38,93.8,0,0,0.07,330.84,0,8.87,0,43.2,90.4,239.39,239.39,1000.88,1000.88,0,13.22,0.084,0.019,0.036,0.003,0.102,8.933,0.062,4,0.363,0.146,4.57,0.304,0,0,0,0,8.87,8.87,0,0,0,0,3928.7,1667.98,0,813.31,0,1.3,2.38,1102.79,0,0,0,2067.74,0,0,0,2150.45,23.35,0,0,0,0,0,840.88,0,0,4.69,8.86,4.18,0,4.82,6.25,0,0,0.44,1075.22,208.55,0,0,0,0,360.58,1020.08,30.09,101.19,0,12.42,0.15,0,6.57,964.94,0,51.7,0,0,0,0,0,0,0,0,82.71,0.07,978.73,0,0,0,0,275.7,923.59,1171.72,0,12.42,12.42,1.4,0.3,0,0.38,0.4,0,56.8,0,4.99
Animal,Beef,Beef blade ,2.042333333,1,M1048,M,"Beef, forequarter, scotch fillet, separable lean, raw","Beef, forequarter, scotch fillet, separable lean, raw",960,0,0.39,1213.59,1467.17,0,1.38,0,0,0,0,0,0,0,3.45,0,0.19,59.2,0,0,0.06,217.36,0,6.51,0,30.57,88.1,155.7,155.7,651.08,651.08,0,8.51,0.066,0.014,0.027,0.002,0.078,7.043,0.047,3.054,0.261,0.112,3.727,0.237,0,0,0,0,6.51,6.51,0,0,0,0,2581.14,1095.85,0,534.34,0,0,2.09,724.53,0,0,0,1358.49,0,0,0,1412.83,19.51,0,0,0,9.4,0,552.45,0,0,3.08,6.34,3.26,0,3.16,6.25,0,0,0.31,706.42,174.15,0,0,0,0,319.48,670.19,19.77,98.62,0,16.82,0.08,0,4.7,633.96,0,45.1,0,0,0,0,0,0,0,0,54.34,0.07,643.02,0,1.38,0,0,181.13,606.79,769.81,0,16.82,16.82,1.53,0.28,0,0.19,0.39,0,69.43,0,3.66
Animal,Beef,Beef sirloin,3.13975,1,M1185,M,"Beef, hindquarter fillet, separable lean & fat, fast-fried","Beef, hindquarter fillet, separable lean & fat, fast-fried",1607.75,0,0.81,2041.13,2628.11,0,0.28,0,0,0,0,0,0,0,4.32,0,0.2,80.83,0,0,0.18,461.24,0,8.46,0,40.46,100,200.31,200.31,839.74,839.74,0,9.25,0.096,0.027,0.031,0.004,0.122,6.845,0.065,2.738,0.375,0.16,3.733,0.211,0,0,0,0,8.46,8.46,0,0,0,0,4347.88,1524.24,0,1327.62,0,0.9,3,1355.93,0,0,0,2404.48,0,0,0,2488.37,30.49,0,0,0,15.13,0,1257.84,0,0,5.7,10.69,4.98,0,4.68,6.25,0,0,0.82,1216.26,258.28,0,0,0,0,425.02,867.09,29.27,99.72,0,12.75,0.21,0,5.73,1090.44,0,44.6,0,0,0,0,0,0,0,0,28.23,0.06,1174.24,0,0.28,0,0,335.49,1076.42,1439.8,0,12.75,12.75,1.96,0.23,0,0.2,0.81,0,59.54,0,3.34
Animal,Beef,Beef sirloin,3.13975,1,M1169,M,"Beef, hindquarter fillet, separable lean & fat, raw","Beef, hindquarter fillet, separable lean & fat, raw",1153.98,0,0.6,1465.03,1886.06,0,0,0,0,0,0,0,0,0,3.6,0,0.1,58.95,0,0,0.1,330.89,0,5.92,0,28.73,100,145.25,145.25,608.83,608.83,0,6.8,0.064,0.019,0.022,0.004,0.084,5.006,0.047,1.959,0.265,0.111,2.783,0.167,0,0,0,0,5.92,5.92,0,0,0,0,3120.69,1094.57,0,952.17,0,2.04,2.19,972.99,0,0,0,1725.62,0,0,0,1785.84,23.91,0,0,0,11.95,0,902.26,0,0,4.09,8.11,4.02,0,3.36,6.25,0,0,0.57,872.92,202.77,0,0,0,0,359.6,622.8,21.01,100.12,0,9.48,0.12,0,4.3,782.62,0,39.3,0,0,0,0,0,0,0,0,20.54,0.05,842.66,0,0,0,0,240.75,772.51,1033.18,0,9.48,9.48,1.76,0.26,0,0.1,0.6,0,71.27,0,2.33
Animal,Beef,Beef sirloin,3.13975,1,M1085,M,"Beef, hindquarter fillet, separable lean, fast-fried","Beef, hindquarter fillet, separable lean, fast-fried",1613.9,0,0.81,2048.95,2638.37,0,0.27,0,0,0,0,0,0,0,4.27,0,0.2,80.8,0,0,0.18,463.12,0,8.5,0,40.31,99.5,198.57,198.57,832.64,832.64,0,9.01,0.094,0.028,0.031,0.004,0.121,6.655,0.065,2.662,0.37,0.159,3.623,0.2,0,0,0,0,8.5,8.5,0,0,0,0,4364.54,1529.69,0,1333.22,0,0.9,3.01,1361.29,0,0,0,2413.83,0,0,0,2498.03,30.59,0,0,0,15.17,0,1263.05,0,0,5.73,10.73,5,0,4.7,6.25,0,0,0.82,1220.95,259.19,0,0,0,0,426.52,870.1,29.37,99.73,0,12.63,0.21,0,5.74,1094.64,0,44.7,0,0,0,0,0,0,0,0,28.07,0.06,1178.85,0,0.27,0,0,336.81,1080.61,1445.49,0,12.63,12.63,1.97,0.23,0,0.2,0.81,0,59.69,0,3.34
Animal,Beef,Beef sirloin,3.13975,1,M1060,M,"Beef, hindquarter fillet, separable lean, raw","Beef, hindquarter fillet, separable lean, raw",1163.99,0,0.6,1477.76,1902.86,0,0,0,0,0,0,0,0,0,3.51,0,0.1,58.4,0,0,0.1,334.01,0,5.99,0,28.21,98.8,139.64,139.64,585.84,585.84,0,6.1,0.059,0.019,0.021,0.004,0.081,4.478,0.047,1.763,0.251,0.106,2.464,0.138,0,0,0,0,5.99,5.99,0,0,0,0,3147.82,1103.26,0,961.55,0,2.04,2.21,981.8,0,0,0,1740.92,0,0,0,1801.65,24.12,0,0,0,12.08,0,910.95,0,0,4.13,8.18,4.05,0,3.39,6.25,0,0,0.58,880.58,204.42,0,0,0,0,362.26,627.54,21.19,100.12,0,9.19,0.12,0,4.31,789.49,0,39.39,0,0,0,0,0,0,0,0,20.24,0.05,850.22,0,0,0,0,242.92,779.36,1042.53,0,9.19,9.19,1.78,0.27,0,0.1,0.6,0,71.79,0,2.34
Animal,Beef,Beef sirloin,3.13975,1,M1183,M,"Beef, hindquarter rump steak, separable lean & fat, fast-fried","Beef, hindquarter rump steak, separable lean & fat, fast-fried",1449.78,0,0.57,1877.72,2498.62,0,0,0,0,0,0,0,0,0,4.7,0,0.17,78.16,0,0,0.14,358.94,0,8.16,0,38.45,100,190.48,190.48,799.74,799.74,0,7.82,0.084,0.025,0.03,0.003,0.144,5.934,0.062,2.729,0.404,0.146,2.801,0.213,0,0,0,0,8.16,8.16,0,0,0,0,4169.33,1229.65,0,1172.95,0,0.74,2.95,1283.74,0,0,0,2305.37,0,0,0,2374.43,28.56,0,0,0,11.61,0,938.71,0,0,5.87,9.77,3.9,0,4.8,6.25,0,0,0.77,1187.21,252.73,0,0,0,0,425.06,828.78,30.01,100.76,0,11.81,0.2,0,1.96,1049.19,0,54.55,0,0,0,0,0,0,0,0,41.71,0.08,1131.91,0,0,0,0,345.05,1049.12,1352.77,0,11.81,11.81,2.2,0.27,0,0.17,0.57,0,61.55,0,4.06
Animal,Beef,Beef sirloin,3.13975,1,M1167,M,"Beef, hindquarter rump steak, separable lean & fat, raw","Beef, hindquarter rump steak, separable lean & fat, raw",1016.24,0,0.38,1315.58,1749.4,0,0,0,0,0,0,0,0,0,4.53,0,0.1,55.44,0,0,0.1,252.71,0,5.68,0,30.81,100,172.97,172.97,722.74,722.74,0,9.9,0.09,0.015,0.022,0.002,0.127,7.496,0.041,3.359,0.376,0.131,3.761,0.351,0,0,0,0,5.68,5.68,0,0,0,0,2918.26,864.1,0,823.12,0,0.95,2.19,898.96,0,0,0,1613.74,0,0,0,1662.26,20.7,0,0,0,9.12,0,661.8,0,0,4.1,6.71,2.61,0,3.36,6.25,0,0,0.55,830.66,183.21,0,0,0,0,328.12,579.84,20.97,100.98,0,10.29,0.11,0,1.48,734.33,0,47.48,0,0,0,0,0,0,0,0,28.43,0.07,792.27,0,0,0,0,241.17,734.1,947.47,0,10.29,10.29,2.03,0.26,0,0.1,0.38,0,69.19,0,3.28
Animal,Beef,Beef sirloin,3.13975,1,M1083,M,"Beef, hindquarter rump steak, separable lean, fast-fried","Beef, hindquarter rump steak, separable lean, fast-fried",1457.29,0,0.56,1887.54,2512.1,0,0,0,0,0,0,0,0,0,4.62,0,0.17,78.1,0,0,0.15,360.85,0,8.22,0,38.23,99.3,187.97,187.97,789.51,789.51,0,7.48,0.082,0.025,0.03,0.003,0.143,5.662,0.062,2.623,0.398,0.144,2.641,0.197,0,0,0,0,8.22,8.22,0,0,0,0,4191.45,1235.23,0,1179.71,0,0.74,2.96,1290.75,0,0,0,2317.79,0,0,0,2387.19,28.7,0,0,0,11.65,0,943.77,0,0,5.9,9.82,3.92,0,4.83,6.25,0,0,0.78,1193.59,253.98,0,0,0,0,427.18,832.74,30.17,100.79,0,11.62,0.2,0,1.94,1054.8,0,54.76,0,0,0,0,0,0,0,0,41.64,0.08,1138.08,0,0,0,0,346.97,1054.8,1360.14,0,11.62,11.62,2.21,0.28,0,0.17,0.56,0,61.77,0,4.08
Animal,Beef,Beef sirloin,3.13975,1,M1058,M,"Beef, hindquarter rump steak, separable lean, raw","Beef, hindquarter rump steak, separable lean, raw",1050.07,0,0.32,1360.09,1810.12,0,0,0,0,0,0,0,0,0,3.57,0,0.09,54.9,0,0,0.11,260.02,0,6.03,0,27.78,94.5,141.41,141.41,593.43,593.43,0,6.05,0.064,0.016,0.021,0.003,0.108,4.368,0.042,2.045,0.295,0.106,2.028,0.164,0,0,0,0,6.03,6.03,0,0,0,0,3020.21,890.06,0,850.06,0,0.81,2.3,930.06,0,0,0,1670.11,0,0,0,1720.12,21.69,0,0,0,9.58,0,680.05,0,0,4.25,6.98,2.73,0,3.48,6.25,0,0,0.58,860.06,191.33,0,0,0,0,342.6,600.04,21.74,100.98,0,7.18,0.12,0,1.45,760.05,0,48.78,0,0,0,0,0,0,0,0,30,0.07,820.06,0,0,0,0,250.02,760.05,980.07,0,7.18,7.18,2.15,0.28,0,0.09,0.32,0,72.22,0,3.46
Animal,Beef,Beef sirloin,3.13975,1,M1180,M,"Beef, hindquarter shank, separable lean & fat, braised","Beef, hindquarter shank, separable lean & fat, braised",1672.08,0,0.79,2059.85,2408.13,0,0,0,0,0,0,0,0,0,7.11,0,0.19,87.81,0,0,0.1,333.18,0,5.11,0,38.36,98.2,198.36,198.36,831.97,831.97,0,8.84,0.081,0.029,0.037,0.005,0.115,6.626,0.073,3.107,0.387,0.154,3.131,0.264,0,0,0,0,5.11,5.11,0,0,0,0,4150.77,2054.11,0,970.71,0,0.82,2.59,18.89,0,0,0,2200.72,0,0,0,2406.37,18.78,0,0,0,11.34,0,874.87,0,0,4.94,7.55,2.6,0,4.75,6.25,0,0,0.18,1148.43,149.25,0,0,0,0,210.91,1104.07,29.69,101.71,0,11.06,0.11,0,2.06,1078.5,0,43.02,0,0,0,0,0,0,0,0,67.8,0.02,1024.83,0,0,0,0,290.84,955.49,1287.29,0,11.06,11.06,1.2,0.14,0,0.19,0.79,0,61.64,0,5.82
Animal,Beef,Beef sirloin,3.13975,1,M1164,M,"Beef, hindquarter shank, separable lean & fat, raw","Beef, hindquarter shank, separable lean & fat, raw",1159.12,0,0.49,1428.29,1670.95,0,0,0,0,0,0,0,0,0,4.73,0,0.02,57.27,0,0,0.06,231.64,0,5.04,0,28.65,99,147.9,147.9,619.48,619.48,0,7.28,0.058,0.01,0.017,0.002,0.073,5.558,0.03,2.556,0.235,0.089,2.767,0.226,0,0,0,0,5.04,5.04,0,0,0,0,2879.58,1421.8,0,674.44,0,0.65,1.95,21.18,0,0,0,1527.11,0,0,0,1668.97,19.86,0,0,0,8.6,0,608.36,0,0,3.43,6.57,3.13,0,3.3,6.25,0,0,0.49,796.74,170.22,0,0,0,0,312.64,764.7,20.6,100.16,0,8.99,0.11,0,2.02,747.91,0,61.21,0,0,0,0,0,0,0,0,47.22,0.04,711.41,0,0,0,0,201.9,663.22,893.31,0,8.99,8.99,1.43,0.25,0,0.02,0.49,0,71.35,0,3.65
Animal,Beef,Beef sirloin,3.13975,1,M1080,M,"Beef, hindquarter shank, separable lean, braised","Beef, hindquarter shank, separable lean, braised",1760.76,0,0.74,2168.21,2532,0,0,0,0,0,0,0,0,0,6.48,0,0.18,88.9,0,0,0.11,349.24,0,5.45,0,35.6,92.4,166.72,166.72,702.78,702.78,0,4.64,0.054,0.031,0.036,0.005,0.095,3.477,0.075,1.781,0.309,0.129,1.387,0.074,0,0,0,0,5.45,5.45,0,0,0,0,4365.52,2168.21,0,1018.62,0,0.76,2.72,0,0,0,0,2313.73,0,0,0,2532,19.53,0,0,0,11.87,0,916.76,0,0,5.19,7.89,2.7,0,5,6.25,0,0,0.19,1207.79,154.7,0,0,0,0,216.58,1164.14,31.23,101.89,0,8.04,0.12,0,2,1135.04,0,44.25,0,0,0,0,0,0,0,0,72.76,0.02,1076.83,0,0,0,0,305.59,1004.07,1353.31,0,8.04,8.04,1.26,0.14,0,0.18,0.74,0,64.4,0,6.15
Animal,Beef,Beef sirloin,3.13975,1,M1055,M,"Beef, hindquarter shank, separable lean, raw","Beef, hindquarter shank, separable lean, raw",1210,0,0.43,1490,1740,0,0,0,0,0,0,0,0,0,3.96,0,0,55.6,0,0,0.07,240,0,5.39,0,25.43,97.7,113.89,113.89,480.14,480.14,0,3.12,0.029,0.011,0.015,0.002,0.05,2.287,0.029,1.257,0.147,0.059,0.883,0.038,0,0,0,0,5.39,5.39,0,0,0,0,2999.99,1490,0,700,0,0.52,2.04,0,0,0,0,1590,0,0,0,1740,20.83,0,0,0,9.06,0,630,0,0,3.57,6.86,3.29,0,3.43,6.25,0,0,0.52,830,177.78,0,0,0,0,326.06,800,21.46,100.14,0,6.31,0.11,0,2,780,0,63.4,0,0,0,0,0,0,0,0,50,0.04,740,0,0,0,0,210,690,930,0,6.31,6.31,1.51,0.26,0,0,0.43,0,74.57,0,3.86
Animal,Beef,Beef sirloin,3.13975,1,M1079,M,"Beef, hindquarter silverside excluding the eye, separable lean, braised","Beef, hindquarter silverside excluding the eye, separable lean, braised",1604.89,0,1.16,2078.71,2766.52,0,0,0,0,0,0,0,0,0,5.73,0,0,93.9,0,0,0.19,397.4,0,7.16,0,43.61,94.9,225.64,225.64,946.07,946.07,0,10.3,0.1,0.032,0.037,0.004,0.165,7.452,0.078,3.762,0.518,0.178,3.173,0.254,0,0,0,0,7.16,7.16,0,0,0,0,4615.96,1360.33,0,1299.19,0,2.9,3.23,1421.47,0,0,0,2552.54,0,0,0,2628.96,17.6,0,0,0,15.87,0,1039.36,0,0,6.5,8.79,2.29,0,5.32,6.25,0,0,0.15,1314.48,159,0,0,0,0,172,917.08,33.22,100.98,0,14.82,0.19,0,2,1161.63,0,30,0,0,0,0,0,0,0,0,45.85,0.02,1253.34,0,0,0,0,382.12,1161.63,1497.89,0,14.82,14.82,1.85,0.17,0,0,1.16,0,56.39,0,4.54
Animal,Beef,Beef sirloin,3.13975,1,M1054,M,"Beef, hindquarter silverside excluding the eye, separable lean, raw","Beef, hindquarter silverside excluding the eye, separable lean, raw",1028.99,0,0.52,1332.78,1773.78,0,0,0,0,0,0,0,0,0,4.93,0,0,55.3,0,0,0.12,254.8,0,6.18,0,29.19,94.1,154.42,154.42,646.68,646.68,0,7.69,0.07,0.018,0.022,0.003,0.107,6.049,0.046,3.144,0.329,0.116,2.576,0.197,0,0,0,0,6.18,6.18,0,0,0,0,2959.56,872.19,0,832.99,0,0.8,1.9,911.39,0,0,0,1636.58,0,0,0,1685.58,19.9,0,0,0,8.32,0,666.39,0,0,4.16,7.49,3.33,0,3.41,6.25,0,0,0.32,842.79,175,0,0,0,0,291,587.99,21.3,100.72,0,10.9,0.14,0,1,744.79,0,50,0,0,0,0,0,0,0,0,29.4,0.05,803.59,0,0,0,0,245,744.79,960.39,0,10.9,10.9,2.85,0.28,0,0,0.52,0,70.81,0,5.44
Animal,Beef,Beef sirloin,3.13975,1,M1179,M,"Beef, hindquarter silverside, excluding the eye, separable lean & fat, braised","Beef, hindquarter silverside, excluding the eye, separable lean & fat, braised",1542.6,0,1.17,1997.43,2655.32,0,0,0,0,0,0,0,0,0,6.25,0,0.02,93.56,0,0,0.18,381.56,0,6.79,0,44.89,100,242,242,1012.65,1012.65,0,12.7,0.115,0.031,0.039,0.004,0.176,9.348,0.078,4.48,0.556,0.192,4.311,0.366,0,0,0,0,6.79,6.79,0,0,0,0,4433.14,1313.29,0,1243.82,0,2.81,3.13,1363.74,0,0,0,2450.04,0,0,0,2523.67,17.18,0,0,0,15.34,0,997.61,0,0,6.23,8.46,2.23,0,5.11,6.25,0,0,0.15,1261.84,154.73,0,0,0,0,169.6,883.96,31.93,100.76,0,16.02,0.19,0,2.1,1115.31,0,29.75,0,0,0,0,0,0,0,0,46.3,0.03,1202.52,0,0,0,0,366.32,1114.75,1437.19,0,16.02,16.02,1.78,0.17,0,0.02,1.17,0,55.11,0,4.4
Animal,Beef,Beef sirloin,3.13975,1,M1163,M,"Beef, hindquarter silverside, excluding the eye, separable lean & fat, raw","Beef, hindquarter silverside, excluding the eye, separable lean & fat, raw",993.56,0,0.55,1286.35,1709.29,0,0,0,0,0,0,0,0,0,5.25,0,0.02,57.81,0,0,0.11,245.65,0,5.86,0,31.34,99.2,177.43,177.43,740.87,740.87,0,10.57,0.089,0.017,0.025,0.003,0.121,8.203,0.047,3.902,0.381,0.137,3.92,0.317,0,0,0,0,5.86,5.86,0,0,0,0,2854.39,847.3,0,799.89,0,0.85,1.84,877.72,0,0,0,1577.17,0,0,0,1624.64,19.23,0,0,0,8,0,642.19,0,0,4.01,7.22,3.21,0,3.29,6.25,0,0,0.31,812.32,169.52,0,0,0,0,283.39,569.96,20.57,100.68,0,12.02,0.13,0,1.1,718.04,0,49.08,0,0,0,0,0,0,0,0,29.83,0.05,773.98,0,0,0,0,235.7,717.54,925.03,0,12.02,12.02,2.72,0.27,0,0.02,0.55,0,68.66,0,5.21
Animal,Beef,Beef sirloin,3.13975,1,M1161,M,"Beef, hindquarter silverside, separable lean & fat, raw","Beef, hindquarter silverside, separable lean & fat, raw",961.69,0,0.48,1245.34,1656.82,0,1.3,0,0,0,0,0,0,0,3.82,0,0.09,47.79,0,0,0.05,238.56,0,5.39,0,27.11,100,123.96,123.96,520.65,520.65,0,4.94,0.045,0.016,0.019,0.001,0.07,3.392,0.038,1.554,0.233,0.084,1.605,0.141,0,0,0,0,5.39,5.39,0,0,0,0,2764.16,816.22,0,778.69,0,0.07,1.37,851.33,0,0,0,1528.53,0,0,0,1574.37,21.29,0,0,0,0.04,0,624.26,0,0,3.89,7.32,3.43,0,3.18,6.25,0,0,0.26,787,188.93,0,0,0,0,346.09,549.19,19.88,98.7,0,8.29,0.07,0,1.08,695.59,0,39.4,0,0,0,0,0,0,0,0,27.25,0.04,750.49,0,1.3,0,0,228.66,695.5,897.17,0,8.29,8.29,1.12,0.32,0,0.09,0.48,0,72.89,0,2.72
Animal,Beef,Beef sirloin,3.13975,1,M1177,M,"Beef, hindquarter silverside, separable lean & fat, slow-roasted","Beef, hindquarter silverside, separable lean & fat, slow-roasted",1424.89,0,0.6,1845.5,2455.99,0,0,0,0,0,0,0,0,0,4.29,0,0.13,66.57,0,0,0.06,352.94,0,6.49,0,35.02,100,168.1,168.1,707.48,707.48,0,5.57,0.054,0.019,0.027,0.002,0.089,4.185,0.049,2.019,0.281,0.104,1.885,0.145,0,0,0,0,6.49,6.49,0,0,0,0,4097.77,1208.05,0,1153.53,0,1.6,1.88,1261.93,0,0,0,2265.98,0,0,0,2333.85,24.22,0,0,0,0.02,0,923.17,0,0,5.77,9.73,3.96,0,4.72,6.25,0,0,0.35,1166.88,220.83,0,0,0,0,371.7,814.13,29.49,101.19,0,7.69,0.11,0,1.77,1031.22,0,42.86,0,0,0,0,0,0,0,0,40.6,0.04,1112.63,0,0,0,0,339.18,1031.19,1329.79,0,7.69,7.69,1.24,0.33,0,0.13,0.6,0,64.98,0,3.92
Animal,Beef,Beef sirloin,3.13975,1,M1052,M,"Beef, hindquarter silverside, separable lean, raw","Beef, hindquarter silverside, separable lean, raw",973.34,0,0.46,1260.7,1677.85,0,1.35,0,0,0,0,0,0,0,3.44,0,0.09,47.4,0,0,0.05,241.02,0,5.51,0,25.86,97.8,110.74,110.74,466.47,466.47,0,3.35,0.034,0.017,0.019,0.001,0.062,2.099,0.039,1.009,0.199,0.073,0.892,0.064,0,0,0,0,5.51,5.51,0,0,0,0,2799.5,825.02,0,787.94,0,0,1.39,862.1,0,0,0,1548.07,0,0,0,1594.42,21.68,0,0,0,0,0,630.35,0,0,3.94,7.43,3.49,0,3.22,6.25,0,0,0.26,797.21,192.17,0,0,0,0,352.05,556.19,20.15,98.65,0,7.06,0.07,0,1.06,704.51,0,39.71,0,0,0,0,0,0,0,0,27.81,0.04,760.13,0,1.35,0,0,231.75,704.51,908.45,0,7.06,7.06,1.14,0.33,0,0.09,0.46,0,74.14,0,2.78
Animal,Beef,Beef sirloin,3.13975,1,M1077,M,"Beef, hindquarter silverside, separable lean, slow-roasted","Beef, hindquarter silverside, separable lean, slow-roasted",1433.5,0,0.6,1856.73,2471.08,0,0,0,0,0,0,0,0,0,4.19,0,0.13,66.6,0,0,0.06,354.96,0,6.54,0,34.62,99.2,163.57,163.57,688.93,688.93,0,4.98,0.051,0.019,0.027,0.002,0.086,3.753,0.05,1.831,0.27,0.1,1.652,0.119,0,0,0,0,6.54,6.54,0,0,0,0,4123.03,1215.06,0,1160.45,0,1.6,1.89,1269.67,0,0,0,2279.95,0,0,0,2348.21,24.36,0,0,0,0,0,928.36,0,0,5.8,9.79,3.98,0,4.75,6.25,0,0,0.35,1174.11,222.08,0,0,0,0,373.66,819.14,29.68,101.19,0,7.23,0.11,0,1.76,1037.58,0,43.01,0,0,0,0,0,0,0,0,40.96,0.04,1119.5,0,0,0,0,341.31,1037.58,1337.94,0,7.23,7.23,1.25,0.34,0,0.13,0.6,0,65.38,0,3.95
Animal,Beef,Beef sirloin,3.13975,1,M1184,M,"Beef, hindquarter sirloin, separable lean & fat, fast-fried","Beef, hindquarter sirloin, separable lean & fat, fast-fried",1368.02,0,0.68,1736.78,2236.14,0,0,0,0,0,0,0,0,0,7.89,0,0.33,69.18,0,0,0.07,392.4,0,6.8,0,47.57,100,300.24,300.24,1248.14,1248.14,0,22.29,0.145,0.017,0.026,0.002,0.145,16.968,0.048,8.056,0.561,0.193,8.351,0.786,0,0,0,0,6.8,6.8,0,0,0,0,3699.57,1297.17,0,1129.38,0,0.84,1.72,1153.66,0,0,0,2045.87,0,0,0,2117.26,21.27,0,0,0,0.4,0,1070.07,0,0,4.85,9.1,4.25,0,3.98,6.25,0,0,0.34,1034.88,191.8,0,0,0,0,324.83,737.97,24.91,100.58,0,26.48,0.08,0,3.72,927.83,0,49.65,0,0,0,0,0,0,0,0,24.11,0.05,999.09,0,0,0,0,285.45,915.88,1225.02,0,26.48,26.48,0.85,0.28,0,0.33,0.68,0,52.43,0,2.92
